MQRCCF_ACTION_VALUE_ERROR;3091;0C13;RC3091;Action value not valid.;The value specified for Action is not valid. There is only one valid value.;Specify MQACT_FORCE_REMOVE as the value of the Action parameter.;;
MQRC_API_EXIT_LOAD_ERROR;2183;0887;RC2183;The API crossing exit module could not be linked. If this reason is returned when the API crossing exit is invoked after the call has been executed, the call itself may have executed correctly.;MQCC_FAILED;Ensure that the correct library concatenation has been specified, and that the API crossing exit module is executable and correctly named. Any uncommitted changes in a unit of work should be backed out. A unit of work that is coordinated by the queue manager is backed out automatically.;
MQRC_API_EXIT_TERM_ERROR;2376;0948;RC2376;The queue manager encountered an error while attempting to terminate the execution environment for an API exit function.;This reason code occurs in the following environments: AIX®, HP-UX, Solaris, Windows.;MQCC_FAILED;Consult the FFST™ record to obtain more detail about the problem.;
MQRC_APPL_FIRST;900;0384;RC900;This is the lowest value for an application-defined reason code returned by a data-conversion exit. Data-conversion exits can return reason codes in the range MQRC_APPL_FIRST through MQRC_APPL_LAST to indicate particular conditions that the exit has detected.;MQCC_WARNING or MQCC_FAILED;As defined by the writer of the data-conversion exit.;
MQRC_APPL_LAST;999;03E7;RC999;This is the highest value for an application-defined reason code returned by a data-conversion exit. Data-conversion exits can return reason codes in the range MQRC_APPL_FIRST through MQRC_APPL_LAST to indicate particular conditions that the exit has detected.;MQCC_WARNING or MQCC_FAILED;As defined by the writer of the data-conversion exit.;
MQRC_ASID_MISMATCH;2157;086D;RC2157;On any MQI call, the caller’s primary ASID was found to be different from the home ASID.;This reason code occurs only on z/OS®.;MQCC_FAILED;Correct the application (MQI calls cannot be issued in cross-memory mode). Any uncommitted changes in a unit of work should be backed out. A unit of work that is coordinated by the queue manager is backed out automatically.;
MQRC_ASYNC_UOW_CONFLICT;2529;09E1;RC2529;An MQCTL call with Operation MQOP_START was issued to start the asynchronous consumption of messages, but the connection handle used already has a global unit of work outstanding. MQCTL cannot be used to start asynchronous consumption of messages while a unit of work is in existence unless the MQOP_START_WAIT Operation is used;MQCC_FAILED;Issue an MQCMIT on the connection handle to commit the unit of work and then reissue the MQCTL call, or issue an MQCTL call using Operation MQOP_START_WAIT in order to use the unit of work from within the asynchronous consume callback functions.;
MQRC_ASYNC_XA_CONFLICT;2530;09E2;RC2530;An MQCTL call with Operation MQOP_START was issued to start the asynchronous consumption of messages, but an external XA syncpoint coordinator has already issued an xa_open call for this connection handle. XA transactions must be done using the MQOP_START_WAIT Operation.;MQCC_FAILED;Reissue the MQCTL call using Operation MQOP_START_WAIT.;
MQRC_ATTRIBUTE_LOCKED;6104;17D8;RC6104;An attempt has been made to change the value of an attribute of an object while that object is open, or, for an ImqQueueManager object, while that object is connected. Certain attributes cannot be changed in these circumstances. Close or disconnect the object (as appropriate) before changing the attribute value.;An object may have been connected and/or opened unexpectedly and implicitly in order to perform an MQINQ call. Check the attribute cross-reference table in the WebSphere MQ Using C++ book to determine whether any of your method invocations result in an MQINQ call.;This reason code occurs in the WebSphere® MQ C++ environment.;MQCC_FAILED;Include MQOO_INQUIRE in the ImqObject open options and set them earlier.;
MQRC_AUTH_INFO_CONN_NAME_ERROR;2387;0953;RC2387;On an MQCONNX call, the AuthInfoConnName field in an MQAIR record specifies a value that is not valid.;This reason code occurs in the following environments: AIX®, HP-UX, Solaris, Windows.;MQCC_FAILED;Specify a valid connection name.;
MQRC_AUTH_INFO_REC_COUNT_ERROR;2383;094F;RC2383;On an MQCONNX call, the AuthInfoRecCount field in the MQSCO structure specifies a value that is less than zero.;This reason code occurs in the following environments: AIX®, HP-UX, Solaris, Windows.;MQCC_FAILED;Specify a value for AuthInfoRecCount that is zero or greater.;
MQRC_AUTH_INFO_REC_ERROR;2384;0950;RC2384;On an MQCONNX call, the MQSCO structure does not specify the address of the MQAIR records correctly. One of the following applies: AuthInfoRecCount is greater than zero, but AuthInfoRecOffset is zero and AuthInfoRecPtr is the null pointer. AuthInfoRecOffset is not zero and AuthInfoRecPtr is not the null pointer. AuthInfoRecPtr is not a valid pointer. AuthInfoRecOffset or AuthInfoRecPtr points to storage that is not accessible.;This reason code occurs in the following environments: AIX®, HP-UX, Solaris, Windows.;MQCC_FAILED;Ensure that one of AuthInfoRecOffset or AuthInfoRecPtr is zero and the other nonzero. Ensure that the field used points to accessible storage.;
MQRC_AUTH_INFO_TYPE_ERROR;2386;0952;RC2386;On an MQCONNX call, the AuthInfoType field in an MQAIR record specifies a value that is not valid.;This reason code occurs in the following environments: AIX®, HP-UX, Solaris, Windows.;MQCC_FAILED;Specify MQAIT_CRL_LDAP for AuthInfoType.;
MQRC_BACKED_OUT;2003;07D3;RC2003;The current unit of work encountered a fatal error or was backed out. This occurs in the following cases: On an MQCMIT or MQDISC call, when the commit operation has failed and the unit of work has been backed out. All resources that participated in the unit of work have been returned to their state at the start of the unit of work. The MQCMIT or MQDISC call completes with MQCC_WARNING in this case. On z/OS®, this reason code occurs only for batch applications. On an MQGET, MQPUT, or MQPUT1 call that is operating within a unit of work, when the unit of work has already encountered an error that prevents the unit of work being committed (for example, when the log space is exhausted). The application must issue the appropriate call to back out the unit of work. (For a unit of work coordinated by the queue manager, this call is the MQBACK call, although the MQCMIT call has the same effect in these circumstances.) The MQGET, MQPUT, or MQPUT1 call completes with MQCC_FAILED in this case. On z/OS, this case does not occur.;MQCC_WARNING or MQCC_FAILED;Check the returns from previous calls to the queue manager. For example, a previous MQPUT call may have failed.;
MQRC_BACKOUT_THRESHOLD_REACHED;2362;093A;RC2362;This reason code occurs only in the Reason field in an MQDLH structure, or in the Feedback field in the MQMD of a report message.;A JMS ConnectionConsumer found a message that exceeds the queue’s backout threshold. The queue does not have a backout requeue queue defined, so the message was processed as specified by the disposition options in the Report field in the MQMD of the message.;On queue managers that do not support the BackoutThreshold and BackoutRequeueQName queue attributes, JMS ConnectionConsumer uses a value of 20 for the backout threshold. When the BackoutCount of a message reaches this threshold, the message is processed as specified by the disposition options.;If the Report field specifies one of the MQRO_EXCEPTION_* options, this reason code appears in the Feedback field of the report message. If the Report field specifies MQRO_DEAD_LETTER_Q, or the disposition report options are left as default, this reason code appears in the Reason field of the MQDLH.;None;Investigate the cause of the backout count being greater than the threshold. To correct this, define the backout queue for the queue concerned.;
MQRC_BAG_CONVERSION_ERROR;2303;08FF;RC2303;The mqBufferToBag or mqGetBag call was issued, but the data in the buffer or message could not be converted into a bag. This occurs when the data to be converted is not valid PCF.;MQCC_FAILED;Check the logic of the application that created the buffer or message to ensure that the buffer or message contains valid PCF.;If the message contains PCF that is not valid, the message cannot be retrieved using the mqGetBag call: If one of the MQGMO_BROWSE_* options was specified, the message remains on the queue and can be retrieved using the MQGET call. In other cases, the message has already been removed from the queue and discarded. If the message was retrieved within a unit of work, the unit of work can be backed out and the message retrieved using the MQGET call.;
MQRC_BAG_WRONG_TYPE;2326;0916;RC2326;The Bag parameter specifies the handle of a bag that has the wrong type for the call. The bag must be an administration bag, that is, it must be created with the MQCBO_ADMIN_BAG option specified on the mqCreateBag call.;MQCC_FAILED;Specify the MQCBO_ADMIN_BAG option when the bag is created.;
MQRC_BINARY_DATA_LENGTH_ERROR;6111;17DF;RC6111;The length of the binary data is inconsistent with the length of the target attribute. Zero is a correct length for all attributes. The correct length for an accounting token is MQ_ACCOUNTING_TOKEN_LENGTH. The correct length for an alternate security id is MQ_SECURITY_ID_LENGTH. The correct length for a correlation id is MQ_CORREL_ID_LENGTH. The correct length for a facility token is MQ_FACILITY_LENGTH. The correct length for a group id is MQ_GROUP_ID_LENGTH. The correct length for a message id is MQ_MSG_ID_LENGTH. The correct length for an instance id is MQ_OBJECT_INSTANCE_ID_LENGTH. The correct length for a transaction instance id is MQ_TRAN_INSTANCE_ID_LENGTH. The correct length for a message token is MQ_MSG_TOKEN_LENGTH.;This reason code occurs in the WebSphere® MQ C++ environment.;MQCC_FAILED;;
MQRC_BMHO_ERROR;2489;09B9;RC2489;On an MQBUFMH call, the buffer to message handle options structure MQBMHO is not valid, for one of the following reasons: • The StrucId field is not MQBMHO_STRUC_ID. • The Version field specifies a value that is not valid or not supported. • The parameter pointer is not valid. (It is not always possible to detect parameter pointers that are not valid; if not detected, unpredictable results occur.);MQCC_FAILED;Ensure that input fields in the MQBMHO structure are set correctly.;
MQRC_BO_ERROR;2134;0856;RC2134;On an MQBEGIN call, the begin-options structure MQBO is not valid, for one of the following reasons: The StrucId field is not MQBO_STRUC_ID. The Version field is not MQBO_VERSION_1. The parameter pointer is not valid. (It is not always possible to detect parameter pointers that are not valid; if not detected, unpredictable results occur.) The queue manager cannot copy the changed structure to application storage, even though the call is successful. This can occur, for example, if the pointer points to read-only storage.;This reason code occurs in the following environments: AIX®, HP-UX, i5/OS®, Solaris, Windows, plus WebSphere® MQ clients connected to these systems.;MQCC_FAILED;Ensure that input fields in the MQBO structure are set correctly.;
MQRC_BRIDGE_STARTED;2125;084D;RC2125;The IMS™ bridge has been started.;MQCC_WARNING;None. This reason code is only used to identify the corresponding event message.;
MQRC_BRIDGE_STOPPED;2126;084E;RC2126;The IMS™ bridge has been stopped.;MQCC_WARNING;None. This reason code is only used to identify the corresponding event message.;
MQRC_BUFFER_ERROR;2004;07D4;RC2004;The Buffer parameter is not valid for one of the following reasons: The parameter pointer is not valid. (It is not always possible to detect parameter pointers that are not valid; if not detected, unpredictable results occur.) The parameter pointer points to storage that cannot be accessed for the entire length specified by BufferLength. For calls where Buffer is an output parameter: the parameter pointer points to read-only storage.;MQCC_FAILED;Correct the parameter.;
MQRC_BUFFER_LENGTH_ERROR;2005;07D5;RC2005;The BufferLength parameter is not valid, or the parameter pointer is not valid. (It is not always possible to detect parameter pointers that are not valid; if not detected, unpredictable results occur.);This reason can also be returned to an MQ client program on the MQCONN or MQCONNX call if the negotiated maximum message size for the channel is smaller than the fixed part of any call structure.;This reason should also be returned by the MQZ_ENUMERATE_AUTHORITY_DATA installable service component when the AuthorityBuffer parameter is too small to accommodate the data to be returned to the invoker of the service component.;MQCC_FAILED;Specify a value that is zero or greater. For the mqAddString and mqSetString calls, the special value MQBL_NULL_TERMINATED is also valid.;
MQRC_BUFFER_NOT_AUTOMATIC;6112;17E0;RC6112;A user-defined (and managed) buffer cannot be resized. A user-defined buffer can only be replaced or withdrawn. A buffer must be automatic (system-managed) before it can be resized.;This reason code occurs in the WebSphere® MQ C++ environment.;MQCC_FAILED;
MQRC_CALLBACK_LINK_ERROR;2487;09B7;RC2487;On an MQCTL call, the callback handling module (CSQBMCSM or CSQBMCSX for batch and CSQCMCSM for CICS) could not be loaded, so the adapter could not link to it.;This reason code occurs only on z/OS.;MQCC_FAILED;Ensure that the correct library concatenation has been specified in the application program execution JCL, and in the queue-manager startup JCL. Any uncommitted changes in a unit of work should be backed out. A unit of work that is coordinated by the queue manager is backed out automatically.;
MQRC_CALLBACK_NOT_REGISTERED;2448;0990;RC2448;An attempt to issue an MQCB call has been made against an object handle which does not currently have a registered callback.;MQCC_FAILED;Ensure that a callback has been registered against the object handle.;
MQRC_CALLBACK_ROUTINE_ERROR;2486;09B6;RC2486;An MQCB call was made with an Operation of MQOP_REGISTER failed for one of the following reasons: Both CallbackName and CallbackFunction are specified. Only one must be specified on the call. The call was made from an environment not supporting function pointers. CICS on z/OS A programming language that does not support Function pointer references.;MQCC_FAILED;Ensure that the CallbackName value is specified correctly.;
MQRC_CALLBACK_TYPE_ERROR;2483;09B3;RC2483;An MQCB call was made with an Operation of MQOP_REGISTER with an incorrect value for CallbackType;MQCC_FAILED;Ensure that the CallbackType field of the MQCBDO is specified correctly.;
MQRC_CALL_IN_PROGRESS;2219;08AB;RC2219;The application issued an MQI call whilst another MQI call was already being processed for that connection. Only one call per application connection can be processed at a time.;Concurrent calls can arise when an application uses multiple threads, or when an exit is invoked as part of the processing of an MQI call. For example, a data-conversion exit invoked as part of the processing of the MQGET call may try to issue an MQI call. On z/OS®, concurrent calls can arise only with batch or IMS™ applications; an example is when a subtask ends while an MQI call is in progress (for example, an MQGET that is waiting), and there is an end-of-task exit routine that issues another MQI call. On Windows, concurrent calls can also arise if an MQI call is issued in response to a user message while another MQI call is in progress. If the application is using multiple threads with shared handles, MQRC_CALL_IN_PROGRESS occurs when the handle specified on the call is already in use by another thread and MQCNO_HANDLE_SHARE_NO_BLOCK was specified on the MQCONNX call.;MQCC_FAILED;Ensure that an MQI call cannot be issued while another one is active. Do not issue MQI calls from within a data-conversion exit. On z/OS, if you want to provide a subtask to allow an application that is waiting for a message to arrive to be canceled, wait for the message by using MQGET with MQGMO_SET_SIGNAL, rather than MQGMO_WAIT.;
MQRC_CBD_ERROR;2444;098C;RC2444;a MQCB call the MQCBD structure is not valid for one of the following reasons: The StrucId field is not MQCBD_STRUC_ID The Version field is specifies a value that is not valid or is not supported The parameter pointer is not valid. (It is not always possible to detect parameter pointers that are not valid; if not detected, unpredictable results occur.);MQCC_FAILED;Ensure that input fields in the MQCBD structure are set correctly.;
MQRC_CBD_OPTIONS_ERROR;2484;09B4;RC2484;An MQCB call was made with an Operation of MQOP_REGISTER with an incorrect value for the Options field of the MQCBD.;MQCC_FAILED;Ensure that the Options are specified correctly.;
MQRC_CD_ERROR;2277;08E5;RC2277;An MQCONNX call was issued to connect to a queue manager, but the MQCD channel definition structure addressed by the ClientConnOffset or ClientConnPtr field in MQCNO contains data that is not valid. Consult the error log for more information about the nature of the error.;This reason code occurs in the following environments: AIX®, HP-UX, i5/OS®, Solaris, Windows, plus WebSphere® MQ clients connected to these systems.;MQCC_FAILED;Ensure that input fields in the MQCD structure are set correctly.;
MQRC_CFBF_ERROR;2422;0976;RC2422;An MQPUT or MQPUT1 call was issued, but the message data contains an MQCFBF structure that is not valid.;This reason code occurs in the following environments: AIX®, HP-UX, i5/OS®, Solaris, Windows, plus WebSphere® MQ clients connected to these systems.;MQCC_FAILED;Check that the fields in the structure are set correctly.;
MQRC_CFBS_ERROR;2395;095B;RC2395;An MQPUT or MQPUT1 call was issued, but the message data contains an MQCFBS structure that is not valid.;This reason code occurs in the following environments: AIX®, HP-UX, i5/OS®, Solaris, Windows, plus WebSphere® MQ clients connected to these systems.;MQCC_FAILED;Check that the fields in the structure are set correctly.;
MQRC_CFGR_ERROR;2416;0970;RC2416;An MQPUT or MQPUT1 call was issued, but the message data contains an MQCFGR structure that is not valid.;This reason code occurs in the following environments: AIX®, HP-UX, z/OS®, i5/OS®, Solaris, Windows, plus WebSphere® MQ clients connected to these systems.;MQCC_FAILED;Check that the fields in the structure are set correctly.;
MQRC_CFH_ERROR;2235;08BB;RC2235;An MQPUT or MQPUT1 call was issued, but the message data contains an MQCFH structure that is not valid.;This reason code occurs in the following environments: AIX®, HP-UX, z/OS®, i5/OS®, Solaris, Windows, plus WebSphere® MQ clients connected to these systems.;MQCC_FAILED;Check that the fields in the structure are set correctly.;
MQRC_CFIF_ERROR;2414;096E;RC2414;An MQPUT or MQPUT1 call was issued, but the message data contains an MQCFIF structure that is not valid.;This reason code occurs in the following environments: AIX®, HP-UX, z/OS®, i5/OS®, Solaris, Windows, plus WebSphere® MQ clients connected to these systems.;MQCC_FAILED;Check that the fields in the structure are set correctly.;
MQRC_CFIL_ERROR;2236;08BC;RC2236;An MQPUT or MQPUT1 call was issued, but the message data contains an MQCFIL or MQRCFIL64 structure that is not valid.;This reason code occurs in the following environments: AIX®, HP-UX, i5/OS®, Solaris, Windows, plus WebSphere® MQ clients connected to these systems.;MQCC_FAILED;Check that the fields in the structure are set correctly.;
MQRC_CFIN_ERROR;2237;08BD;RC2237;An MQPUT or MQPUT1 call was issued, but the message data contains an MQCFIN or MQCFIN64 structure that is not valid.;This reason code occurs in the following environments: AIX®, HP-UX, z/OS®, i5/OS®, Solaris, Windows, plus WebSphere® MQ clients connected to these systems.;MQCC_FAILED;Check that the fields in the structure are set correctly.;
MQRC_CFSF_ERROR;2415;096F;RC2415;An MQPUT or MQPUT1 call was issued, but the message data contains an MQCFSF structure that is not valid.;This reason code occurs in the following environments: AIX®, HP-UX, z/OS®, i5/OS®, Solaris, Windows, plus WebSphere® MQ clients connected to these systems.;MQCC_FAILED;Check that the fields in the structure are set correctly.;
MQRC_CFSL_ERROR;2238;08BE;RC2238;An MQPUT or MQPUT1 call was issued, but the message data contains an MQCFSL structure that is not valid.;This reason code occurs in the following environments: AIX®, HP-UX, i5/OS®, Solaris, Windows, plus WebSphere® MQ clients connected to these systems.;MQCC_FAILED;Check that the fields in the structure are set correctly.;
MQRC_CFST_ERROR;2239;08BF;RC2239;An MQPUT or MQPUT1 call was issued, but the message data contains an MQCFST structure that is not valid.;This reason code occurs in the following environments: AIX®, HP-UX, i5/OS®, Solaris, Windows, plus WebSphere® MQ clients connected to these systems.;MQCC_FAILED;Check that the fields in the structure are set correctly.;
MQRC_CF_NOT_AVAILABLE;2345;0929;RC2345;An MQOPEN or MQPUT1 call was issued to access a shared queue, but the allocation of the coupling-facility structure specified in the queue definition failed because there is no suitable coupling facility to hold the structure, based on the preference list in the active CFRM policy.;This reason code can also occur when the API call requires a capability that is not supported by the CF level defined in the coupling-facility structure object. For example, this reason code is returned by an attempt to open a shared queue that has a index type of MQIT_GROUP_ID, but the coupling-facility structure for the queue has a CF level lower than three.;This reason code occurs only on z/OS®.;MQCC_FAILED;Make available a coupling facility with one of the names specified in the CFRM policy, or modify the CFRM policy to specify the names of coupling facilities that are available.;
MQRC_CF_STRUC_AUTH_FAILED;2348;092C;RC2348;An MQOPEN or MQPUT1 call was issued to access a shared queue, but the call failed because the user is not authorized to access the coupling-facility structure specified in the queue definition.;This reason code occurs only on z/OS®.;MQCC_FAILED;Modify the security profile for the user identifier used by the application so that the application can access the coupling-facility structure specified in the queue definition.;
MQRC_CF_STRUC_ERROR;2349;092D;RC2349;An MQOPEN or MQPUT1 call was issued to access a shared queue, but the call failed because the coupling-facility structure name specified in the queue definition is not defined in the CFRM data set, or is not the name of a list structure.;This reason code occurs only on z/OS®.;MQCC_FAILED;Modify the queue definition to specify the name of a coupling-facility list structure that is defined in the CFRM data set.;
MQRC_CF_STRUC_FAILED;2373;0945;RC2373;An MQI call or command was issued to access a shared queue, but the call failed because the coupling-facility structure used for the shared queue had failed.;This reason code occurs only on z/OS®.;MQCC_FAILED;Report the problem to the operator or administrator, who should use the MQSC command RECOVER CFSTRUCT to initiate recovery of the coupling-facility structure;
MQRC_CF_STRUC_IN_USE;2346;092A;RC2346;An MQI call or command was issued to operate on a shared queue, but the call failed because the coupling-facility structure specified in the queue definition is unavailable. The coupling-facility structure can be unavailable because a structure dump is in progress, or new connectors to the structure are currently inhibited, or an existing connector to the structure failed or disconnected abnormally and clean-up is not yet complete.;This reason code occurs only on z/OS®.;MQCC_FAILED;Typically, this is a temporary problem: wait for a while then retry the operation.;If the problem does not resolve itself, then connectivity problems experienced during the recovery of structures in the coupling facility could have occurred. In this case, restart the queue manager which reported the error. Resolve all the connectivity problems concerning the coupling facility before restarting the queue manager.;
MQRC_CF_STRUC_LIST_HDR_IN_USE;2347;092B;RC2347;An MQGET, MQOPEN, MQPUT1, or MQSET call was issued to access a shared queue, but the call failed because the list header associated with the coupling-facility structure specified in the queue definition is temporarily unavailable. The list header is unavailable because it is undergoing recovery processing.;This reason code occurs only on z/OS®.;MQCC_FAILED;The problem is temporary; wait a short while and then retry the operation.;
MQRC_CHANNEL_ACTIVATED;2295;08F7;RC2295;This condition is detected when a channel that has been waiting to become active, and for which a Channel Not Activated event has been generated, is now able to become active because an active slot has been released by another channel.;This event is not generated for a channel that is able to become active without waiting for an active slot to be released.;MQCC_WARNING;None. This reason code is only used to identify the corresponding event message.;
MQRC_CHANNEL_AUTO_DEF_ERROR;2234;08BA;RC2234;This condition is detected when the automatic definition of a channel fails; this may be because an error occurred during the definition process, or because the channel automatic-definition exit inhibited the definition. Additional information is returned in the event message indicating the reason for the failure.;This reason code occurs in the following environments: AIX®, HP-UX, i5/OS®, Solaris, Windows, plus WebSphere® MQ clients connected to these systems.;MQCC_WARNING;Examine the additional information returned in the event message to determine the reason for the failure.;
MQRC_CHANNEL_AUTO_DEF_OK;2233;08B9;RC2233;This condition is detected when the automatic definition of a channel is successful. The channel is defined by the MCA.;This reason code occurs in the following environments: AIX®, HP-UX, i5/OS®, Solaris, Windows, plus WebSphere® MQ clients connected to these systems.;MQCC_WARNING;None. This reason code is only used to identify the corresponding event message.;
MQRC_CHANNEL_CONFIG_ERROR;2539;09EB;RC2539;An MQCONN call was issued from a client to connect to a queue manager but the attempt to establish communication failed. Common causes of this reason code are: The server and client cannot agree on the channel attributes to use. There are errors in one or both of the QM.INI or MQCLIENT.INI configuration files. The server machine does not support the code page used by the client.;MQCC_FAILED;Examine the queue manager and client error logs for messages explaining the cause of the problem.;
MQRC_CHANNEL_CONV_ERROR;2284;08EC;RC2284;This condition is detected when a channel is unable to do data conversion and the MQGET call to get a message from the transmission queue resulted in a data conversion error. The conversion reason code identifies the reason for the failure.;MQCC_WARNING;None. This reason code is only used to identify the corresponding event message.;
MQRC_CHANNEL_NOT_ACTIVATED;2296;08F8;RC2296;This condition is detected when a channel is required to become active, either because it is starting or because it is about to make another attempt to establish connection with its partner. However, it is unable to do so because the limit on the number of active channels has been reached. On z/OS®, the maximum number of active channels is given by the ACTCHL queue manager attribute. In other environments, the maximum number of active channels is given by the MaxActiveChannels parameter in the qm.ini file. The channel waits until it is able to take over an active slot released when another channel ceases to be active. At that time a Channel Activated event is generated.;MQCC_WARNING;None. This reason code is only used to identify the corresponding event message.;
MQRC_CHANNEL_NOT_AVAILABLE;2537;09E9;RC2537;An MQCONN call was issued from a client to connect to a queue manager but the channel is not currently available. Common causes of this reason code are: The channel is currently in stopped state. The channel has been stopped by a channel exit. The queue manager has reached its maximum allowable limit for this channel from this client. The queue manager has reached its maximum allowable limit for this channel. The queue manager has reached its maximum allowable limit for all channels.;MQCC_FAILED;Examine the queue manager and client error logs for messages explaining the cause of the problem.;
MQRC_CHANNEL_SSL_ERROR;2371;0943;RC2371;This condition is detected when a connection cannot be established due to an SSL key-exchange or authentication failure.;MQCC_WARNING;None. This reason code is only used to identify the corresponding event message.;
MQRC_CHANNEL_SSL_WARNING;2552;09F8;RC2552;
MQRC_CHANNEL_STARTED;2282;08EA;RC2282;One of the following has occurred: An operator has issued a Start Channel command. An instance of a channel has been successfully established. This condition is detected when Initial Data negotiation is complete and resynchronization has been performed where necessary such that message transfer can proceed.;MQCC_WARNING;None. This reason code is only used to identify the corresponding event message.;
MQRC_CHANNEL_STOPPED;2283;08EB;RC2283;This condition is detected when the channel has been stopped. The reason qualifier identifies the reasons for stopping.;MQCC_WARNING;None. This reason code is only used to identify the corresponding event message.;
MQRC_CHANNEL_STOPPED_BY_USER;2279;08E7;RC2279;This condition is detected when the channel has been stopped by an operator. The reason qualifier identifies the reasons for stopping.;MQCC_WARNING;None. This reason code is only used to identify the corresponding event message.;
MQRC_CHAR_ATTRS_ERROR;2007;07D7;RC2007;CharAttrs is not valid. The parameter pointer is not valid, or points to read-only storage for MQINQ calls or to storage that is not as long as implied by CharAttrLength. (It is not always possible to detect parameter pointers that are not valid; if not detected, unpredictable results occur.);MQCC_FAILED;Correct the parameter.;
MQRC_CHAR_ATTRS_TOO_SHORT;2008;07D8;RC2008;For MQINQ calls, CharAttrLength is not large enough to contain all of the character attributes for which MQCA_* selectors are specified in the Selectors parameter.;The call still completes, with the CharAttrs parameter string filled in with as many character attributes as there is room for. Only complete attribute strings are returned: if there is insufficient space remaining to accommodate an attribute in its entirety, that attribute and subsequent character attributes are omitted. Any space at the end of the string not used to hold an attribute is unchanged.;An attribute that represents a set of values (for example, the namelist Names attribute) is treated as a single entity—either all of its values are returned, or none.;MQCC_WARNING;Specify a large enough value, unless only a subset of the values is needed.;
MQRC_CHAR_ATTR_LENGTH_ERROR;2006;07D6;RC2006;CharAttrLength is negative (for MQINQ or MQSET calls), or is not large enough to hold all selected attributes (MQSET calls only). This reason also occurs if the parameter pointer is not valid. (It is not always possible to detect parameter pointers that are not valid; if not detected, unpredictable results occur.);MQCC_FAILED;Specify a value large enough to hold the concatenated strings for all selected attributes.;
MQRC_CHAR_CONVERSION_ERROR;2340;0924;RC2340;This reason code is returned by the Java MQQueueManager constructor when a required character-set conversion is not available. The conversion required is between two nonUnicode character sets.;This reason code occurs in the following environment: MQ Classes for Java on z/OS®.;MQCC_FAILED;Ensure that the National Language Resources component of the z/OS Language Environment® is installed, and that conversion between the IBM-1047 and ISO8859-1 character sets is available.;
MQRC_CICS_BRIDGE_RESTRICTION;2187;088B;RC2187;It is not permitted to issue MQI calls from user transactions that are run in an MQ/CICS-bridge environment where the bridge exit also issues MQI calls. The MQI call fails. If this occurs in the bridge exit, it will result in a transaction abend. If it occurs in the user transaction, this may result in a transaction abend.;This reason code occurs only on z/OS®.;MQCC_FAILED;The transaction cannot be run using the MQ/CICS bridge. Refer to the appropriate CICS® manual for information about restrictions in the MQ/CICS bridge environment.;
MQRC_CICS_WAIT_FAILED;2140;085C;RC2140;On any MQI call, the CICS® adapter issued an EXEC CICS WAIT request, but the request was rejected by CICS.;This reason code occurs only on z/OS®.;MQCC_FAILED;Examine the CICS trace data for actual response codes. The most likely cause is that the task has been canceled by the operator or by the system.;
MQRC_CLIENT_CHANNEL_CONFLICT;2423;0977;RC2423;A client channel definition table was specified for determining the name of the channel, but the name has already been defined.;This reason code occurs only with Java applications.;MQCC_FAILED;Change the channel name to blank and try again.;
MQRC_CLIENT_CONN_ERROR;2278;08E6;RC2278;An MQCONNX call was issued to connect to a queue manager, but the MQCD channel definition structure is not specified correctly. One of the following applies: ClientConnOffset is not zero and ClientConnPtr is not zero and not the null pointer. ClientConnPtr is not a valid pointer. ClientConnPtr or ClientConnOffset points to storage that is not accessible.;This reason code occurs in the following environments: AIX®, HP-UX, i5/OS®, Solaris, Windows, plus WebSphere® MQ clients connected to these systems. It also occurs in Java applications when a client channel definition table is specified to determine the name of the channel, but the table itself cannot be found.;MQCC_FAILED;Ensure that at least one of ClientConnOffset and ClientConnPtr is zero. Ensure that the field used points to accessible storage. Ensure that the URL of the client channel definition table is correct.;
MQRC_CLIENT_EXIT_ERROR;2407;0967;RC2407;A failure occured while executing a non-Java user exit for a client connection.;This reason code occurs only with Java applications.;MQCC_FAILED;Check that the non-Java user exit can accept the parameters and message being passed to it and that it can handle error conditions, and that any information that the exit requires, such as user data, is correct and available.;
MQRC_CLIENT_EXIT_LOAD_ERROR;2406;0966;RC2406;The external user exit required for a client connection could not be loaded because the shared library specified for it cannot be found, or the entry point specified for it cannot be found.;This reason code occurs only with Java applications.;MQCC_FAILED;Ensure that the correct library has been specified, and that the path variable for the machine environment includes the relevant directory. Ensure also that the entry point has been named properly and that the named library does export it.;
MQRC_CLUSTER_EXIT_ERROR;2266;08DA;RC2266;An MQOPEN, MQPUT, or MQPUT1 call was issued to open or put a message on a cluster queue, but the cluster workload exit defined by the queue-manager's ClusterWorkloadExit attribute failed unexpectedly or did not respond in time. Subsequent MQOPEN, MQPUT, and MQPUT1 calls for this queue handle are processed as though the ClusterWorkloadExit attribute were blank. On z/OS®, a message giving more information about the error is written to the system log, for example message CSQV455E or CSQV456E.;This reason code occurs in the following environments: AIX®, HP-UX, z/OS, i5/OS®, Solaris, Windows, plus WebSphere® MQ clients connected to these systems.;MQCC_FAILED;Check the cluster workload exit to ensure that it has been written correctly.;
